id_marca,nombre_marca
1,PORSCHE
2,DACIA
3,VOLKSWAGEN
4,CITROEN
5,SKODA
6,PEUGEOT
7,FORD
8,LAND-ROVER
9,BMW
10,MERCEDES-BENZ
11,NISSAN
12,MASERATI
13,EVO
14,MAZDA
15,MINI
16,AUDI
17,KIA
18,FIAT
19,RENAULT
20,HYUNDAI
21,DS
22,SUZUKI
23,SEAT
24,LEXUS
25,OPEL
