marca,modelo,potencia_cv,antiguedad_coche,log_kilometraje,tipo_cambio,combustible_Eléctrico,combustible_Gas,combustible_Gasolina,combustible_Gasolina/gas,combustible_Híbrido Enchufable,distintivo_ambiental_B,distintivo_ambiental_C,distintivo_ambiental_ECO,precio_contado
-0.20049859474292,-1.2793824136982503,0.7184227080524129,0.4241942965100881,0.6782856474821065,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,1.06468328088655,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,0.756029702959391,-0.5182280979680314,-0.46521481869697096
-0.18310225069105637,-0.0907939447785619,-0.7302496412610002,1.0385943923100602,0.4409851382707297,1.1409799387443,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,12.93941928482772,-0.41103169625250524,-0.17797916684036777,-1.3226993543846433,1.9296522205588476,-0.8440623826603209
-0.18310225069105637,-0.362267944579256,-0.7302496412610002,-0.827256589865892,-0.01662537633767311,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,1.06468328088655,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,0.756029702959391,-0.5182280979680314,-0.16888850628999438
-0.18310225069105637,-0.0907939447785619,0.7828081457996757,-0.8046058950898562,0.06483115878086147,-0.8764395990174422,3.672060659089046,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,-1.3226993543846433,-0.5182280979680314,0.47627764224165087
-0.18310225069105637,-0.4290186176700104,-0.9716950328132358,-0.7791238634668158,-2.6308455944719866,1.1409799387443,-0.27232665602209216,-0.018422424158115853,1.06468328088655,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,0.756029702959391,-0.5182280979680314,-0.5739928321121902
-0.5274274283755739,-0.5149577214769122,-0.633671484640106,4.3172824611412475,0.8577571693209187,1.1409799387443,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,-0.41103169625250524,5.6186351343970244,-1.3226993543846433,-0.5182280979680314,-1.6992826260627343
-0.18310225069105637,0.48127090311645365,0.3964955193160989,-0.5894242947175157,0.04015007615628588,-0.8764395990174422,3.672060659089046,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,-1.3226993543846433,-0.5182280979680314,0.8513742402251655
-0.18310225069105637,0.07221194428646316,-0.08639526378837217,-0.4733394839903321,0.29034569690931344,1.1409799387443,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,0.756029702959391,-0.5182280979680314,-0.01884986709658851
0.7806404993059461,0.9454664941360817,-0.08639526378837217,-0.19020579928988401,0.324890408346265,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,0.756029702959391,-0.5182280979680314,0.35624673088692616
-0.18310225069105637,-0.0907939447785619,-0.7302496412610002,-0.44785745236729174,0.3434058702190781,1.1409799387443,-0.27232665602209216,-0.018422424158115853,1.06468328088655,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,0.756029702959391,-0.5182280979680314,-0.39394646508010317
-0.8273497853702995,-0.3565440748432846,-0.6175751252032904,0.5176284124612359,0.6896090014829857,1.1409799387443,-0.27232665602209216,-0.018422424158115853,1.06468328088655,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,0.756029702959391,-0.5182280979680314,-0.9190817022570238
-0.18310225069105637,-0.362267944579256,-0.6497678440769218,-0.8499072846419279,-1.5056399283050799,1.1409799387443,-0.27232665602209216,-0.018422424158115853,1.06468328088655,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,0.756029702959391,-0.5182280979680314,-0.24390782588669732
1.5158424274055842,1.4592318999307203,1.0081571779150955,-0.19020579928988401,0.5536654464481037,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,2.432902399297399,-0.17797916684036777,-1.3226993543846433,-0.5182280979680314,0.28497837727005837
-0.1186413226440221,0.053019334825817076,-0.08639526378837217,0.23449472776078795,0.7501762701601707,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,-1.3226993543846433,1.9296522205588476,0.010407667546125635
-0.1186413226440221,0.053019334825817076,-0.08639526378837217,0.11557858018659982,0.44792289533881446,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,-1.3226993543846433,1.9296522205588476,0.34049267377161857
-0.1186413226440221,0.053019334825817076,-0.08639526378837217,0.23449472776078795,0.7434356637424057,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,-1.3226993543846433,1.9296522205588476,-0.012098128332885245
-0.525086925174923,-0.396440862525922,1.9256496658135906,-0.0005062305405838931,0.3359111520677819,1.1409799387443,-0.27232665602209216,-0.018422424158115853,1.06468328088655,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,0.756029702959391,-0.5182280979680314,1.3314978856440642
-0.1186413226440221,0.053019334825817076,2.456829527228509,-0.40255606281522,0.29782168037289436,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,2.432902399297399,-0.17797916684036777,-1.3226993543846433,-0.5182280979680314,1.3907631481254596
1.4862975402846796,1.2933182355904118,0.7828081457996757,-0.07128965171569589,0.21119206208787183,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,-1.3226993543846433,1.9296522205588476,1.5332998553591952
1.4862975402846796,1.2933182355904118,1.5232406798931981,-0.0005062305405838931,0.44997311826129976,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,1.06468328088655,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,0.756029702959391,-0.5182280979680314,2.1034466842941377
-0.7527049362768176,-0.7876456377802296,-1.1487549866182085,-0.4959901787663679,0.5237001138113122,1.1409799387443,-0.27232665602209216,-0.018422424158115853,1.06468328088655,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,0.756029702959391,-0.5182280979680314,-0.8373106438966176
1.5158424274055842,2.8528373223973618,0.7828081457996757,-0.9206907058170398,-0.4245940415598533,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,1.06468328088655,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,-1.3226993543846433,1.9296522205588476,3.724614180778888
1.5158424274055842,1.4592318999307203,1.0081571779150955,-0.898040011041004,-0.47339717671459225,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,2.432902399297399,-0.17797916684036777,-1.3226993543846433,-0.5182280979680314,1.631575164030876
1.5158424274055842,0.8693668414108026,0.12285740889023194,-0.8499072846419279,-0.423838739644846,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,1.06468328088655,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,-1.3226993543846433,1.9296522205588476,1.0764321990152743
1.5158424274055842,0.8693668414108026,1.0081571779150955,-0.9206907058170398,-0.38008940742985425,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,2.432902399297399,-0.17797916684036777,-1.3226993543846433,-0.5182280979680314,1.3389998176037345
1.5158424274055842,0.5172630182972534,1.0081571779150955,-0.7791238634668158,-0.5623188296342589,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,2.432902399297399,-0.17797916684036777,-1.3226993543846433,-0.5182280979680314,1.0014128794185715
1.5158424274055842,1.2246988685468736,0.6218445514315187,-0.7791238634668158,-0.3842523984265061,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,0.756029702959391,-0.5182280979680314,2.9144055291344966
1.5158424274055842,1.6367859256006527,1.1691207722832526,-0.7309911370677398,-0.1619371262834623,-0.8764395990174422,3.672060659089046,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,-1.3226993543846433,-0.5182280979680314,1.323995953684394
1.5158424274055842,1.4592318999307203,0.5574591136842559,-0.898040011041004,-0.35211453139376453,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,-0.41103169625250524,-0.17797916684036777,0.756029702959391,-0.5182280979680314,1.5640577763938435
1.5158424274055842,0.8693668414108026,1.0081571779150955,-0.898040011041004,-0.2974573076221146,-0.8764395990174422,-0.27232665602209216,-0.018422424158115853,-0.9392464575637095,-0.0772832209844659,2.432902399297399,-0.17797916684036777,-1.3226993543846433,-0.5182280979680314,1.3389998176037345
