marca,modelo,mes_matriculacion,ano_matriculacion,kilometraje,distintivo_ambiental,garantia,precio_nuevo,precio_contado,concesionario,provincia,comunidad_autonoma,tipo_traccion,largo,ancho,alto,capacidad_maletero,num_plazas,num_puertas,batalla,peso,consumo_medio,consumo_carretera,consumo_urbano,co2,deposito,combustible,num_cilindros,cilindrada,sobrealimentacion,tipo_cambio,num_marchas,potencia_kw,potencia_cv,par,velocidad_max,aceleracion
SEAT,ARONA,1,2022,63822.0,C,12.0,27990.00,20890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4138.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1760.0,4.80,4.40,5.40,115.00,40.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,210.0,8.20
SEAT,ARONA,5,2024,8468.0,C,12.0,27810.00,21580.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1730.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,6.0,81.0,110.0,200.0,190.0,10.30
SEAT,ARONA,1,2022,70488.0,C,12.0,27990.00,18890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4138.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1760.0,4.80,4.40,5.40,115.00,40.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,210.0,8.20
SEAT,ARONA,5,2024,7221.0,C,12.0,27810.00,21790.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1730.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,6.0,81.0,110.0,200.0,190.0,10.30
SEAT,ARONA,1,2022,60286.0,C,12.0,30370.00,20980.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1770.0,,,,,40.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,210.0,8.40
SEAT,ARONA,5,2024,8236.0,C,12.0,27810.00,21490.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1730.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,6.0,81.0,110.0,200.0,190.0,10.30
SEAT,ARONA,2,2023,33508.0,C,12.0,26750.00,18480.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1730.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,6.0,81.0,110.0,200.0,190.0,10.30
SEAT,ARONA,5,2024,9570.0,C,12.0,27810.00,20890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1730.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,6.0,81.0,110.0,200.0,190.0,10.30
BMW,SERIE 7,1,2015,149000.0,C,12.0,100050.00,24890.00,AUTOS MOLIERE,Málaga,Andalucía,trasera,5079.0,1902.0,1471.0,500.0,5.0,4.0,3070.0,2515.0,5.70,4.90,6.90,149.00,80.00,Diesel,6.0,2993.0,Turbo de geometría variable,Automático,8.0,230.0,313.0,630.0,250.0,5.50
SEAT,ARONA,1,2022,56942.0,C,12.0,30370.00,21580.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1770.0,,,,,40.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,210.0,8.40
SEAT,ARONA,1,2022,55642.0,C,12.0,30370.00,19780.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1770.0,,,,,40.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,210.0,8.40
LYNK & CO,01,2,2023,24722.0,0 EMISIONES,12.0,44500.00,27890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4541.0,1952.0,1694.0,466.0,5.0,5.0,2734.0,2350.0,,,,,42.00,Híbrido Enchufable,3.0,1477.0,Turbo,Automático,7.0,192.0,261.0,425.0,210.0,8.00
PORSCHE,BOXSTER,1,2016,99931.0,C,12.0,66352.00,48890.00,AUTOS MOLIERE,Málaga,Andalucía,trasera,4374.0,1801.0,1282.0,280.0,2.0,2.0,2475.0,1645.0,8.40,6.40,11.80,195.00,64.00,Gasolina,6.0,2706.0,,Manual,6.0,195.0,265.0,280.0,264.0,5.80
SEAT,ARONA,1,2022,58900.0,C,12.0,30370.00,19890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1770.0,,,,,40.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,210.0,8.40
SEAT,ARONA,1,2022,53865.0,C,12.0,30370.00,19890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1770.0,,,,,40.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,210.0,8.40
SEAT,ARONA,1,2022,51682.0,C,12.0,30370.00,19890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1770.0,,,,,40.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,210.0,8.40
AUDI,Q5,5,2023,17323.0,,12.0,,44000.00,AUDI HUERTAS MOTOR MURCIA,Murcia,Murcia,,,,,,,5.0,,,,,,,,Diesel,,,,Automático,,,163.0,,,
LYNK & CO,01,6,2022,64861.0,0 EMISIONES,12.0,44500.00,23890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4541.0,1952.0,1694.0,466.0,5.0,5.0,2734.0,2350.0,,,,,42.00,Híbrido Enchufable,3.0,1477.0,Turbo,Automático,7.0,192.0,261.0,425.0,210.0,8.00
SEAT,ARONA,1,2022,58091.0,C,12.0,30370.00,21580.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1770.0,,,,,40.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,210.0,8.40
SEAT,ARONA,1,2022,49197.0,C,12.0,30370.00,21890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1770.0,,,,,40.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,210.0,8.40
SEAT,ARONA,1,2022,61767.0,C,12.0,30370.00,19480.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1770.0,,,,,40.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,210.0,8.40
BMW,X1,3,2019,99964.0,C,12.0,34100.00,21890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4439.0,1821.0,1598.0,505.0,5.0,5.0,2670.0,2090.0,4.60,4.20,5.30,120.00,51.00,Diesel,4.0,1995.0,Turbo de geometría variable,Manual,6.0,110.0,150.0,350.0,205.0,9.30
FORD,FOCUS,4,2019,85755.0,C,12.0,25400.00,15890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4378.0,1825.0,1452.0,375.0,5.0,5.0,2700.0,1900.0,5.70,4.80,7.20,126.00,52.00,Gasolina,3.0,,Turbo,Automático,8.0,92.0,125.0,170.0,195.0,11.10
MG,ZS,1,2023,67488.0,C,12.0,23220.00,14580.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,,1923.0,,,5.0,4.0,2620.0,1850.0,9.40,7.00,13.50,,55.00,Gasolina,6.0,2497.0,,Manual,5.0,130.0,177.0,,,
MG,ZS,1,2023,73658.0,C,12.0,23220.00,13890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,,1923.0,,,5.0,4.0,2620.0,1850.0,9.40,7.00,13.50,,55.00,Gasolina,6.0,2497.0,,Manual,5.0,130.0,177.0,,,
MG,ZS,1,2023,69933.0,C,12.0,23220.00,14390.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,,1923.0,,,5.0,4.0,2620.0,1850.0,9.40,7.00,13.50,,55.00,Gasolina,6.0,2497.0,,Manual,5.0,130.0,177.0,,,
MERCEDES-BENZ,CLASE CLA,6,2021,69931.0,C,12.0,64832.00,44890.00,AUTOS MOLIERE,Málaga,Andalucía,total permanente,4695.0,1834.0,1405.0,505.0,5.0,5.0,2729.0,2155.0,7.50,5.10,9.60,171.00,51.00,Gasolina,4.0,1991.0,,Automático,7.0,225.0,306.0,400.0,250.0,4.90
MERCEDES-BENZ,CLASE GLB,6,2021,29947.0,C,12.0,46990.00,38890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4634.0,1834.0,1659.0,570.0,5.0,5.0,,2195.0,4.80,3.40,6.20,126.00,52.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,320.0,204.0,9.00
SEAT,IBIZA,6,2019,109985.0,C,12.0,18560.00,10690.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4059.0,1780.0,1444.0,355.0,5.0,5.0,2564.0,1640.0,4.50,3.90,5.50,103.00,40.00,Gasolina,3.0,,Turbo,Manual,5.0,70.0,95.0,175.0,188.0,10.90
MG,ZS,1,2023,73340.0,C,12.0,23220.00,14480.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,,1923.0,,,5.0,4.0,2620.0,1850.0,9.40,7.00,13.50,,55.00,Gasolina,6.0,2497.0,,Manual,5.0,130.0,177.0,,,
RENAULT,CLIO,1,2023,59219.0,C,12.0,17510.00,12790.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4050.0,1798.0,1440.0,340.0,5.0,5.0,2583.0,1603.0,,,,,42.00,Gasolina,3.0,,Turbo,Manual,6.0,67.0,91.0,160.0,180.0,12.20
AUDI,A5,1,2021,65197.0,C,12.0,63227.00,38890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4673.0,1846.0,1383.0,380.0,4.0,2.0,2765.0,2215.0,4.90,4.60,5.40,127.00,40.00,Diesel,4.0,1968.0,Turbo de geometría variable,Automático,7.0,140.0,190.0,400.0,241.0,8.40
MERCEDES-BENZ,CLASE C,7,2023,25857.0,ECO,12.0,54353.00,45890.00,AUTOS MOLIERE,Málaga,Andalucía,trasera,4751.0,1820.0,1437.0,,5.0,4.0,2865.0,2355.0,,,,,66.00,Diesel,4.0,1992.0,Turbo,Automático,9.0,147.0,200.0,440.0,245.0,7.30
RENAULT,CLIO,8,2022,49994.0,C,12.0,17510.00,12980.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4050.0,1798.0,1440.0,340.0,5.0,5.0,2583.0,1603.0,,,,,42.00,Gasolina,3.0,,Turbo,Manual,6.0,67.0,91.0,160.0,180.0,12.20
RENAULT,CLIO,8,2022,57997.0,C,12.0,17510.00,12790.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4050.0,1798.0,1440.0,340.0,5.0,5.0,2583.0,1603.0,,,,,42.00,Gasolina,3.0,,Turbo,Manual,6.0,67.0,91.0,160.0,180.0,12.20
MERCEDES-BENZ,CLASE C,7,2023,35604.0,ECO,12.0,54353.00,43890.00,AUTOS MOLIERE,Málaga,Andalucía,trasera,4751.0,1820.0,1437.0,,5.0,4.0,2865.0,2355.0,,,,,66.00,Diesel,4.0,1992.0,Turbo,Automático,9.0,147.0,200.0,440.0,245.0,7.30
RENAULT,CLIO,8,2022,59668.0,C,12.0,17510.00,12890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4050.0,1798.0,1440.0,340.0,5.0,5.0,2583.0,1603.0,,,,,42.00,Gasolina,3.0,,Turbo,Manual,6.0,67.0,91.0,160.0,180.0,12.20
FIAT,500,1,2021,79887.0,ECO,12.0,17150.00,9380.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1380.0,4.70,3.90,6.10,88.00,35.00,Gasolina,3.0,,Turbo,Manual,6.0,51.0,70.0,92.0,167.0,13.80
MERCEDES-BENZ,CLASE C,7,2023,28762.0,ECO,12.0,54353.00,44890.00,AUTOS MOLIERE,Málaga,Andalucía,trasera,4751.0,1820.0,1437.0,,5.0,4.0,2865.0,2355.0,,,,,66.00,Diesel,4.0,1992.0,Turbo,Automático,9.0,147.0,200.0,440.0,245.0,7.30
RENAULT,CLIO,8,2022,59964.0,C,12.0,17510.00,12890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4050.0,1798.0,1440.0,340.0,5.0,5.0,2583.0,1603.0,,,,,42.00,Gasolina,3.0,,Turbo,Manual,6.0,67.0,91.0,160.0,180.0,12.20
FIAT,500,1,2021,69400.0,ECO,12.0,17150.00,9680.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1380.0,4.70,3.90,6.10,88.00,35.00,Gasolina,3.0,,Turbo,Manual,6.0,51.0,70.0,92.0,167.0,13.80
TESLA,MODEL 3,6,2023,55852.0,0 EMISIONES,12.0,49990.00,37890.00,AUTOS MOLIERE,Málaga,Andalucía,total permanente,4694.0,1933.0,1443.0,,5.0,4.0,2875.0,2305.0,,,,,,Eléctrico,,,,Automático,1.0,324.0,441.0,621.0,233.0,4.40
VOLKSWAGEN,POLO,10,2021,49997.0,C,12.0,26328.00,17890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4074.0,1751.0,1451.0,351.0,5.0,5.0,2548.0,1640.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,5.0,70.0,95.0,175.0,187.0,10.80
FIAT,500,7,2020,69998.0,ECO,12.0,17150.00,9780.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1380.0,4.70,3.90,6.10,88.00,35.00,Gasolina,3.0,,Turbo,Manual,6.0,51.0,70.0,92.0,167.0,13.80
VOLKSWAGEN,TAIGO,8,2022,77866.0,C,12.0,27480.00,17890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4266.0,1757.0,1515.0,440.0,5.0,5.0,2554.0,1780.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,5.0,70.0,95.0,175.0,183.0,11.10
FIAT,500,3,2021,74360.0,ECO,12.0,19300.00,9890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1055.0,,,,,35.00,Gasolina,3.0,,Turbo,Manual,6.0,52.0,70.0,92.0,167.0,13.80
LAND-ROVER,DEFENDER,6,2020,59185.0,C,12.0,83180.00,61890.00,AUTOS MOLIERE,Málaga,Andalucía,total permanente,4758.0,1996.0,1967.0,857.0,5.0,5.0,3022.0,2900.0,7.60,5.30,9.80,199.00,85.00,Diesel,4.0,1999.0,Turbo de geometría variable,Automático,8.0,177.0,240.0,430.0,188.0,9.10
FIAT,500,3,2021,59984.0,ECO,12.0,19300.00,10690.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1055.0,,,,,35.00,Gasolina,3.0,,Turbo,Manual,6.0,52.0,70.0,92.0,167.0,13.80
AUDI,Q3,1,2021,77468.0,ECO,12.0,47661.00,32890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4500.0,1843.0,1556.0,530.0,5.0,5.0,2680.0,1855.0,5.10,4.30,6.50,135.00,58.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,220.0,8.20
CUPRA,LEÓN,4,2022,119648.0,0 EMISIONES,12.0,48580.00,23890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4657.0,1799.0,1463.0,470.0,5.0,5.0,2681.0,2090.0,1.60,,,35.00,40.00,Híbrido Enchufable,4.0,1395.0,Turbo de geometría variable,Automático,6.0,180.0,245.0,400.0,225.0,7.00
TOYOTA,COROLLA,6,2020,105230.0,ECO,12.0,28850.00,17890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4370.0,1790.0,1435.0,361.0,5.0,5.0,2640.0,1820.0,,,,,43.00,Híbrido Enchufable,4.0,1798.0,,Automático,1.0,90.0,122.0,142.0,180.0,10.90
FIAT,500,3,2021,59995.0,ECO,12.0,19300.00,10790.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1055.0,,,,,35.00,Gasolina,3.0,,Turbo,Manual,6.0,52.0,70.0,92.0,167.0,13.80
SEAT,IBIZA,5,2019,96398.0,C,12.0,18560.00,11480.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4059.0,1780.0,1444.0,355.0,5.0,5.0,2564.0,1640.0,4.50,3.90,5.50,103.00,40.00,Gasolina,3.0,,Turbo,Manual,5.0,70.0,95.0,175.0,188.0,10.90
AUDI,A1,3,2019,86691.0,C,12.0,25366.00,17480.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4029.0,1740.0,1433.0,335.0,5.0,5.0,2563.0,1655.0,4.90,4.10,5.90,111.00,40.00,Gasolina,3.0,,Turbo,Manual,6.0,85.0,116.0,200.0,203.0,9.50
VOLVO,XC90,7,2020,99938.0,0 EMISIONES,12.0,82150.00,41890.00,AUTOS MOLIERE,Málaga,Andalucía,total permanente,4950.0,2008.0,1776.0,640.0,5.0,5.0,2984.0,3050.0,2.10,,,48.00,70.00,Híbrido Enchufable,4.0,1969.0,Turbo,Automático,8.0,288.0,390.0,400.0,230.0,5.80
LYNK & CO,01,9,2022,76100.0,0 EMISIONES,12.0,44500.00,22790.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4541.0,1952.0,1694.0,466.0,5.0,5.0,2734.0,2350.0,,,,,42.00,Híbrido Enchufable,3.0,1477.0,Turbo,Automático,7.0,192.0,261.0,425.0,210.0,8.00
FIAT,500,3,2021,73238.0,ECO,12.0,19300.00,9890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1055.0,,,,,35.00,Gasolina,3.0,,Turbo,Manual,6.0,52.0,70.0,92.0,167.0,13.80
AUDI,Q8,1,2021,99997.0,ECO,12.0,89411.00,56890.00,AUTOS MOLIERE,Málaga,Andalucía,total permanente,4986.0,1995.0,1705.0,605.0,5.0,5.0,2994.0,2890.0,6.60,6.40,7.00,175.00,85.00,Diesel,6.0,2967.0,Turbo,Automático,8.0,210.0,286.0,620.0,245.0,6.30
FIAT,500,3,2021,69994.0,ECO,12.0,19300.00,10290.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1055.0,,,,,35.00,Gasolina,3.0,,Turbo,Manual,6.0,52.0,70.0,92.0,167.0,13.80
LYNK & CO,01,9,2022,78258.0,0 EMISIONES,12.0,44500.00,22780.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4541.0,1952.0,1694.0,466.0,5.0,5.0,2734.0,2350.0,,,,,42.00,Híbrido Enchufable,3.0,1477.0,Turbo,Automático,7.0,192.0,261.0,425.0,210.0,8.00
FIAT,500,3,2021,73826.0,ECO,12.0,19300.00,9890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1055.0,,,,,35.00,Gasolina,3.0,,Turbo,Manual,6.0,52.0,70.0,92.0,167.0,13.80
CUPRA,LEÓN,9,2023,19993.0,C,12.0,36600.00,26890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4657.0,1799.0,1437.0,620.0,5.0,5.0,2689.0,2050.0,,,,,50.00,Gasolina,4.0,1984.0,Turbo de geometría variable,Automático,7.0,140.0,190.0,320.0,230.0,7.50
FIAT,500,1,2022,67080.0,ECO,12.0,19300.00,10890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1055.0,,,,,35.00,Gasolina,3.0,,Turbo,Manual,6.0,52.0,70.0,92.0,167.0,13.80
LYNK & CO,01,9,2022,78453.0,0 EMISIONES,12.0,44500.00,22890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4541.0,1952.0,1694.0,466.0,5.0,5.0,2734.0,2350.0,,,,,42.00,Híbrido Enchufable,3.0,1477.0,Turbo,Automático,7.0,192.0,261.0,425.0,210.0,8.00
MERCEDES-BENZ,CLASE A,10,2020,99996.0,C,12.0,31600.00,24890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4419.0,1796.0,1440.0,360.0,5.0,5.0,2729.0,1920.0,4.10,3.90,4.70,110.00,43.00,Diesel,4.0,1461.0,Turbo de geometría variable,Manual,6.0,85.0,116.0,260.0,202.0,10.60
SKODA,KAMIQ,8,2022,18190.0,C,12.0,31689.00,20890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4241.0,1793.0,1553.0,400.0,5.0,5.0,2651.0,1714.0,5.10,4.30,6.40,116.00,50.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,212.0,8.40
LYNK & CO,01,9,2022,79038.0,0 EMISIONES,12.0,44500.00,22690.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4541.0,1952.0,1694.0,466.0,5.0,5.0,2734.0,2350.0,,,,,42.00,Híbrido Enchufable,3.0,1477.0,Turbo,Automático,7.0,192.0,261.0,425.0,210.0,8.00
LYNK & CO,01,9,2022,76474.0,0 EMISIONES,12.0,44500.00,22890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4541.0,1952.0,1694.0,466.0,5.0,5.0,2734.0,2350.0,,,,,42.00,Híbrido Enchufable,3.0,1477.0,Turbo,Automático,7.0,192.0,261.0,425.0,210.0,8.00
LYNK & CO,01,6,2022,66847.0,0 EMISIONES,12.0,44500.00,23890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4541.0,1952.0,1694.0,466.0,5.0,5.0,2734.0,2350.0,,,,,42.00,Híbrido Enchufable,3.0,1477.0,Turbo,Automático,7.0,192.0,261.0,425.0,210.0,8.00
CUPRA,FORMENTOR,6,2022,23690.0,C,12.0,44970.00,27890.00,AUTOS MOLIERE,Málaga,Andalucía,total conectable,4450.0,1839.0,1511.0,420.0,5.0,5.0,2680.0,2110.0,,,,,55.00,Gasolina,4.0,1984.0,Turbo,Automático,7.0,140.0,190.0,320.0,220.0,7.10
LYNK & CO,01,9,2022,75491.0,0 EMISIONES,12.0,44500.00,22980.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4541.0,1952.0,1694.0,466.0,5.0,5.0,2734.0,2350.0,,,,,42.00,Híbrido Enchufable,3.0,1477.0,Turbo,Automático,7.0,192.0,261.0,425.0,210.0,8.00
ALFA ROMEO,STELVIO,4,2022,86954.0,C,12.0,68530.00,29890.00,AUTOS MOLIERE,Málaga,Andalucía,total permanente,4687.0,1903.0,1632.0,525.0,5.0,5.0,2818.0,2300.0,5.60,5.00,6.40,146.00,58.00,Diesel,4.0,2143.0,Turbo de geometría variable,Automático,8.0,154.0,210.0,470.0,215.0,6.60
LYNK & CO,01,9,2022,75426.0,0 EMISIONES,12.0,44500.00,22890.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,4541.0,1952.0,1694.0,466.0,5.0,5.0,2734.0,2350.0,,,,,42.00,Híbrido Enchufable,3.0,1477.0,Turbo,Automático,7.0,192.0,261.0,425.0,210.0,8.00
MERCEDES-BENZ,CLASE C,7,2023,27970.0,ECO,12.0,54353.00,45890.00,AUTOS MOLIERE,Málaga,Andalucía,trasera,4751.0,1820.0,1437.0,,5.0,4.0,2865.0,2355.0,,,,,66.00,Diesel,4.0,1992.0,Turbo,Automático,9.0,147.0,200.0,440.0,245.0,7.30
AUDI,Q3,8,2023,20391.0,,12.0,,40500.00,AUDI HUERTAS MOTOR MURCIA,Murcia,Murcia,,,,,,,5.0,,,,,,,,Diesel,,,,Automático,,,150.0,,,
MERCEDES-BENZ,CLASE C,7,2023,29997.0,ECO,12.0,54353.00,44890.00,AUTOS MOLIERE,Málaga,Andalucía,trasera,4751.0,1820.0,1437.0,,5.0,4.0,2865.0,2355.0,,,,,66.00,Diesel,4.0,1992.0,Turbo,Automático,9.0,147.0,200.0,440.0,245.0,7.30
MERCEDES-BENZ,CLASE C,7,2023,29991.0,ECO,12.0,54353.00,44890.00,AUTOS MOLIERE,Málaga,Andalucía,trasera,4751.0,1820.0,1437.0,,5.0,4.0,2865.0,2355.0,,,,,66.00,Diesel,4.0,1992.0,Turbo,Automático,9.0,147.0,200.0,440.0,245.0,7.30
MERCEDES-BENZ,CLASE GLC,2,2018,137500.0,C,12.0,51150.00,29890.00,AUTOS MOLIERE,Málaga,Andalucía,total permanente,4656.0,1890.0,1644.0,550.0,5.0,5.0,2873.0,2500.0,5.00,4.70,5.50,129.00,57.00,Diesel,4.0,2143.0,Turbo de geometría variable,Automático,9.0,150.0,204.0,500.0,222.0,7.60
MERCEDES-BENZ,CLASE C,7,2023,39207.0,ECO,12.0,54353.00,43890.00,AUTOS MOLIERE,Málaga,Andalucía,trasera,4751.0,1820.0,1437.0,,5.0,4.0,2865.0,2355.0,,,,,66.00,Diesel,4.0,1992.0,Turbo,Automático,9.0,147.0,200.0,440.0,245.0,7.30
FIAT,500,1,2021,85289.0,ECO,12.0,17150.00,9180.00,AUTOS MOLIERE,Málaga,Andalucía,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1380.0,4.70,3.90,6.10,88.00,35.00,Gasolina,3.0,,Turbo,Manual,6.0,51.0,70.0,92.0,167.0,13.80
AUDI,A4 ALLROAD,7,2023,23479.0,,12.0,,47500.00,AUDI HUERTAS MOTOR MURCIA,Murcia,Murcia,,,,,,,5.0,,,,,,,,Diesel,,,,Automático,,,204.0,,,
MERCEDES-BENZ,CLASE A,2,2024,,ECO,36.0,,45900.00,MERCEDES COVISA MADRID,Madrid,Madrid,,,,,,,5.0,,,,,,,,Híbrido Enchufable,,1332.0,,Automático,,,163.0,,,
MERCEDES-BENZ,CLASE A,6,2024,114.0,ECO,24.0,,46900.00,MERCEDES COVISA MADRID,Madrid,Madrid,,,,,,,5.0,,,,,,,,Híbrido Enchufable,,1332.0,,Automático,,,163.0,,,
KGM / SSANGYONG,KORANDO,6,2024,,0 EMISIONES,60.0,39900.00,28900.00,MERCEDES COVISA MADRID,Madrid,Madrid,delantera,4465.0,1870.0,1635.0,551.0,5.0,5.0,2675.0,2250.0,,,,,,Eléctrico,,,,Automático,1.0,140.0,190.0,360.0,156.0,
SMART,#1,3,2024,1.0,0 EMISIONES,24.0,50850.00,40900.00,MERCEDES COVISA MADRID,Madrid,Madrid,total permanente,4300.0,1822.0,1636.0,203.0,5.0,5.0,2750.0,2325.0,,,,,,Eléctrico,,,,Automático,1.0,315.0,428.0,584.0,180.0,3.90
MERCEDES-BENZ,EQS,11,2023,16.0,0 EMISIONES,36.0,124375.00,139536.00,MERCEDES COVISA MADRID,Madrid,Madrid,trasera,5216.0,1926.0,1512.0,610.0,5.0,5.0,3210.0,2945.0,,,,,,Eléctrico,,,,Automático,1.0,245.0,333.0,568.0,210.0,6.20
MERCEDES-BENZ,CLASE A,6,2024,8.0,ECO,24.0,,46500.00,MERCEDES COVISA MADRID,Madrid,Madrid,,,,,,,5.0,,,,,,,,Híbrido Enchufable,,1332.0,,Automático,,,163.0,,,
