id_provincia,link_coche,fecha_extraccion,kilometraje,id_concesionario,id_distintivo_ambiental,garantia,precio_contado,precio_nuevo,largo,ancho,alto,capacidad_maletero,num_plazas,batalla,peso,num_puertas,consumo_medio,consumo_carretera,consumo_urbano,deposito,combustible,cilindrada,tipo_cambio,id_traccion,num_marchas,potencia_kw,potencia_cv,par,velocidad_max,aceleracion,mes_matriculacion,ano_matriculacion,co2,num_cilindros,id_sobrealimentacion,id_marca,id_modelo
Sevilla,https://www.autocasion.com/coches-km0/km-0/mini-mini-km0/cooper-cooper-se-160-kw-218-cv-166aa8f72b0dce-ref13970253,25/11/2024,10504,MOVITRANSA CARS SEVILLA,0 EMISIONES,24.0,41900.0,,,,,,,,1521,3,,,,,Eléctrico,,Automático,,,,218,,,,7,2024,,,,MINI,
Córdoba,https://www.autocasion.com/coches-segunda-mano/smart-forfour-ocasion/forfour-electric-drive-passion-ref14816418,25/11/2024,28699,MERCEDES COVISA,0 EMISIONES,24.0,12900.0,24641.0,3495.0,1665.0,1554.0,185.0,4,2494,1560,5,,,,,Eléctrico,,Automático,trasera,1,60,82,155,130,12.7,8,2017,,,,SMART,FORFOUR
Córdoba,https://www.autocasion.com/coches-segunda-mano/smart-forfour-ocasion/forfour-electric-drive-passion-ref14816419,25/11/2024,5046,MERCEDES COVISA,0 EMISIONES,24.0,17900.0,24641.0,3495.0,1665.0,1554.0,185.0,4,2494,1560,5,,,,,Eléctrico,,Automático,trasera,1,60,82,155,130,12.7,9,2020,,,,SMART,FORFOUR
Córdoba,https://www.autocasion.com/coches-km0/km-0/mercedes-benz-clase-glc-km0/clase-glc-glc-300-e-4matic-166ffc56aa52f3-ref14816416,25/11/2024,9999,MERCEDES COVISA,ECO,36.0,67900.0,,,,,,,,2355,5,,,,,Híbrido Enchufable,1999,Automático,,9,,313,,,,3,2024,,,,MERCEDES-BENZ,CLASE GLC
Sevilla,https://www.autocasion.com/coches-segunda-mano/bmw-x3-ocasion/x3-xdrive-20da-9-ref14643057,25/11/2024,74711,MOVITRANSA CARS SEVILLA,C,24.0,35900.0,51750.0,4708.0,1891.0,1676.0,550.0,5,2864,2420,5,5.1,4.9,5.3,60.0,Diesel,1995,Automático,total permanente,8,140,190,400,213,8.0,6,2019,133.0,4,Turbo de geometría variable,BMW,X3
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-eqc-ocasion/eqc-400-4matic-ref14816410,25/11/2024,22372,MERCEDES COVISA,0 EMISIONES,36.0,73800.0,85429.0,4761.0,1884.0,1623.0,500.0,5,2873,2940,5,,,,,Eléctrico,,Automático,total permanente,1,300,408,760,180,5.1,3,2023,,,,MERCEDES-BENZ,EQC
Sevilla,https://www.autocasion.com/coches-segunda-mano/mini-countryman-ocasion/mini-countryman-cooper-2-ref14833587,25/11/2024,77889,MOVITRANSA CARS SEVILLA,C,24.0,19900.0,29500.0,4299.0,1822.0,1557.0,450.0,5,2670,1950,5,5.5,4.8,6.8,51.0,Gasolina,1499,Manual,delantera,6,100,136,220,202,9.6,8,2019,128.0,3,,MINI,COUNTRYMAN
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-eqc-ocasion/eqc-400-4matic-ref14816408,25/11/2024,9659,MERCEDES COVISA,0 EMISIONES,24.0,60900.0,85429.0,4761.0,1884.0,1623.0,500.0,5,2873,2940,5,,,,,Eléctrico,,Automático,total permanente,1,300,408,760,180,5.1,7,2022,,,,MERCEDES-BENZ,EQC
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-eqa-ocasion/250-amg-line-167042b8b24ea8-ref14816406,25/11/2024,41460,MERCEDES COVISA,0 EMISIONES,24.0,38900.0,,,,,,,,,5,,,,,Eléctrico,,Automático,,1,,190,,,,10,2021,,,,MERCEDES-BENZ,EQA
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-eqb-ocasion/eqb-300-4matic-ref14816407,25/11/2024,8710,MERCEDES COVISA,0 EMISIONES,36.0,59900.0,61063.0,4684.0,1834.0,1667.0,495.0,5,2829,2580,5,,,,,Eléctrico,,Automático,total permanente,1,168,228,390,160,8.0,9,2023,,,,MERCEDES-BENZ,EQB
Madrid,https://www.autocasion.com/coches-segunda-mano/ford-focus-ocasion/focus-1-5-ecoboost-auto-s-s-business-150-ref14497619,25/11/2024,162000,GARRYAUTO,C,12.0,9995.0,24325.0,4360.0,1823.0,1484.0,363.0,5,2648,1900,5,5.5,4.6,7.0,55.0,Gasolina,1499,Manual,delantera,6,110,150,240,,8.9,7,2016,127.0,4,Turbo,FORD,FOCUS
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-eqa-ocasion/eqa-300-4matic-ref14816404,25/11/2024,8897,MERCEDES COVISA,0 EMISIONES,36.0,57900.0,59540.0,4463.0,1834.0,1624.0,340.0,5,2729,2535,5,,,,,Eléctrico,,Automático,total permanente,1,168,228,390,160,7.7,9,2023,,,,MERCEDES-BENZ,EQA
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-eqa-ocasion/eqa-300-4matic-ref14816405,25/11/2024,10004,MERCEDES COVISA,0 EMISIONES,24.0,51700.0,59540.0,4463.0,1834.0,1624.0,340.0,5,2729,2535,5,,,,,Eléctrico,,Automático,total permanente,1,168,228,390,160,7.7,1,2023,,,,MERCEDES-BENZ,EQA
Sevilla,https://www.autocasion.com/coches-segunda-mano/seat-ateca-ocasion/ateca-todoterreno-1-6-tdi-85kw-s-s-reference-eco-115cv-ref13965114,25/11/2024,85511,DRIVERIS,,12.0,18100.0,,,,,,,,,5,,,,,Diesel,,Manual,,,,115,,,,6,2019,,,,SEAT,ATECA
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-eqa-ocasion/eqa-300-4matic-1-ref14816402,25/11/2024,6527,MERCEDES COVISA,0 EMISIONES,36.0,53800.0,59540.0,4463.0,1834.0,1613.0,340.0,5,2729,2535,5,,,,,Eléctrico,,Automático,total permanente,1,168,228,390,160,7.7,1,2024,,,,MERCEDES-BENZ,EQA
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-eqa-ocasion/eqa-300-4matic-1-ref14816403,25/11/2024,9999,MERCEDES COVISA,0 EMISIONES,24.0,54400.0,59540.0,4463.0,1834.0,1613.0,340.0,5,2729,2535,5,,,,,Eléctrico,,Automático,total permanente,1,168,228,390,160,7.7,8,2024,,,,MERCEDES-BENZ,EQA
Madrid,https://www.autocasion.com/coches-segunda-mano/peugeot-3008-ocasion/3008-1-6hdi-active-115-1-ref14498808,25/11/2024,226000,GARRYAUTO,B,12.0,6495.0,25830.0,4365.0,1837.0,1625.0,512.0,5,2613,2020,5,4.8,4.2,5.8,60.0,Diesel,1560,Manual,delantera,6,84,115,270,181,12.2,8,2013,125.0,4,Turbo de geometría variable,PEUGEOT,3008
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-glc-ocasion/clase-glc-300-e-4matic-166ffc5695334f-ref14816400,25/11/2024,6770,MERCEDES COVISA,ECO,36.0,67900.0,,,,,,,,,5,,,,,Híbrido Enchufable,1999,Automático,,,,204,,,,2,2023,,,,MERCEDES-BENZ,CLASE GLC
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-glb-ocasion/clase-glb-220-d-4matic-166d6caf0c2529-ref14816399,25/11/2024,20575,MERCEDES COVISA,,24.0,52900.0,,,,,,,,,5,,,,,Diesel,1950,Automático,,,,190,,,,3,2024,,,,MERCEDES-BENZ,CLASE GLB
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-gla-ocasion/clase-gla-250e-167042b89027cc-ref14816396,25/11/2024,14353,MERCEDES COVISA,ECO,36.0,44200.0,,,,,,,,1800,5,,,,,Híbrido Enchufable,1332,Automático,,8,,218,,,,2,2024,,,,MERCEDES-BENZ,CLASE GLA
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-glb-ocasion/clase-glb-200-d-166d6caf06ad08-ref14816398,25/11/2024,9999,MERCEDES COVISA,,24.0,49900.0,,,,,,,,,5,,,,,Diesel,1950,Automático,,,,150,,,,5,2024,,,,MERCEDES-BENZ,CLASE GLB
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-gla-ocasion/clase-gla-250-e-166aa666440a52-ref14816397,25/11/2024,9999,MERCEDES COVISA,ECO,36.0,49900.0,,,,,,,,,5,,,,,Híbrido Enchufable,1332,Automático,,,,160,,,,4,2023,,,,MERCEDES-BENZ,CLASE GLA
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-e-ocasion/clase-e-300-de-amg-line-euro-6d-166aa666391efb-ref14816394,25/11/2024,11316,MERCEDES COVISA,,24.0,52900.0,,,,,,,,,4,1.0,,,,Diesel,1950,Automático,,,,194,,,,12,2020,,,,MERCEDES-BENZ,CLASE E
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-gla-ocasion/clase-gla-250e-167042b882f0aa-ref14816395,25/11/2024,10177,MERCEDES COVISA,ECO,36.0,46400.0,,,,,,,,1800,5,,,,,Híbrido Enchufable,1332,Automático,,8,,218,,,,2,2024,,,,MERCEDES-BENZ,CLASE GLA
Valencia,https://www.autocasion.com/coches-segunda-mano/peugeot-308-ocasion/308-1-5-bluehdi-s-s-active-pack-eat8-130-1-ref11816914,25/11/2024,12567,FERTO TORRENT,C,24.0,25500.0,32250.0,4367.0,1852.0,1441.0,412.0,5,2675,1870,5,,,,53.0,Diesel,1499,Automático,delantera,8,96,130,300,207,10.6,9,2023,,4,Turbo de geometría variable,PEUGEOT,308
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-cla-ocasion/clase-cla-200-d-coup-166aa66629ec2f-ref14816392,25/11/2024,13753,MERCEDES COVISA,,36.0,43900.0,,,,,,,,,4,,,,,Diesel,1950,Automático,,,,150,,,,5,2023,,,,MERCEDES-BENZ,CLASE CLA
Valencia,https://www.autocasion.com/coches-segunda-mano/peugeot-208-ocasion/puretech-73kw-100cv-active-165d8f5c414710-ref12270185,25/11/2024,47758,FERTO TORRENT,C,12.0,13898.0,,,,,,,,,5,5.4,3.7,4.8,,Gasolina,1199,Manual,,,,100,,,,6,2020,,,,PEUGEOT,208
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-cla-ocasion/clase-cla-200-d-sb-progressive-euro-6d-166fc239a72464-ref14816393,25/11/2024,13593,MERCEDES COVISA,,24.0,47900.0,,,,,,,,,5,,,,,Diesel,1950,Automático,,8,,150,,,,12,2023,,,,MERCEDES-BENZ,CLASE CLA
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-cla-ocasion/clase-cla-200-d-coup-166aa666253793-ref14816391,25/11/2024,7356,MERCEDES COVISA,,36.0,44900.0,,,,,,,,,4,,,,,Diesel,1950,Automático,,,,150,,,,5,2023,,,,MERCEDES-BENZ,CLASE CLA
Madrid,https://www.autocasion.com/coches-segunda-mano/skoda-spaceback-ocasion/spaceback-1-2-tsi-like-90-ref14498810,25/11/2024,175000,GARRYAUTO,C,12.0,8495.0,19010.0,4304.0,1706.0,1459.0,415.0,5,2602,1620,5,4.7,4.0,6.0,55.0,Gasolina,1197,Manual,delantera,5,66,90,160,184,11.2,5,2017,107.0,4,Turbo,SKODA,SPACEBACK
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-cla-ocasion/cla-shooting-brake-200d-8g-dct-ref14816388,25/11/2024,9139,MERCEDES COVISA,C,36.0,43200.0,45394.0,4688.0,1830.0,1442.0,495.0,5,2729,2120,5,4.4,3.0,5.6,43.0,Diesel,1950,Automático,delantera,8,110,150,320,221,8.4,3,2023,115.0,4,Turbo de geometría variable,MERCEDES-BENZ,CLASE CLA
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-cla-ocasion/clase-cla-200-d-coup-166d0a354b87ff-ref14816390,25/11/2024,9938,MERCEDES COVISA,,36.0,48400.0,,,,,,,,,4,,,,,Diesel,1950,Automático,,,,150,,,,5,2023,,,,MERCEDES-BENZ,CLASE CLA
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-cla-ocasion/clase-cla-250-e-coup-166aa66619ec08-ref14816387,25/11/2024,8564,MERCEDES COVISA,ECO,36.0,45500.0,,,,,,,,,4,,,,,Híbrido Enchufable,1332,Automático,,,,160,,,,9,2023,,,,MERCEDES-BENZ,CLASE CLA
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-c-ocasion/clase-c-200-d-amg-line-euro-6d-167042b8709519-ref14816386,25/11/2024,11422,MERCEDES COVISA,,36.0,44400.0,,,,,,,,1755,4,4.0,,,,Diesel,1992,Automático,,9,,163,,,,5,2023,,,,MERCEDES-BENZ,CLASE C
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-c-ocasion/clase-c-220-d-berlina-166d0a353b959b-ref14816385,25/11/2024,9999,MERCEDES COVISA,,36.0,54400.0,,,,,,,,,4,,,,,Diesel,1993,Automático,,,,200,,,,9,2023,,,,MERCEDES-BENZ,CLASE C
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-c-ocasion/clase-c-200-d-berlina-166aa66602d541-ref14816383,25/11/2024,9978,MERCEDES COVISA,,24.0,53605.0,,,,,,,,,4,,,,,Diesel,1993,Automático,,,,163,,,,3,2023,,,,MERCEDES-BENZ,CLASE C
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-b-ocasion/b-200d-1-ref14816380,25/11/2024,19799,MERCEDES COVISA,C,24.0,35400.0,44376.0,4419.0,1796.0,1562.0,445.0,5,2729,2090,5,,,,43.0,Diesel,1950,Automático,delantera,8,110,150,320,219,8.5,10,2022,,4,Turbo de geometría variable,MERCEDES-BENZ,CLASE B
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-b-ocasion/b-180d-2-ref14816382,25/11/2024,66171,MERCEDES COVISA,C,24.0,34400.0,43894.0,4419.0,1796.0,1562.0,445.0,5,2729,2090,5,,,,43.0,Diesel,1950,Automático,delantera,8,85,116,280,200,10.0,5,2022,,4,Turbo de geometría variable,MERCEDES-BENZ,CLASE B
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-b-ocasion/b-200d-1-ref14816381,25/11/2024,26332,MERCEDES COVISA,C,36.0,36400.0,44376.0,4419.0,1796.0,1562.0,445.0,5,2729,2090,5,,,,43.0,Diesel,1950,Automático,delantera,8,110,150,320,219,8.5,5,2023,,4,Turbo de geometría variable,MERCEDES-BENZ,CLASE B
Alicante,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-c-ocasion/clase-c-200-d-berlina-1670f98e27b70c-ref14593620,25/11/2024,8900,VISAUTO ALICANTE,,36.0,48900.0,,,,,,,,1790,4,4.0,,,,Diesel,1992,Automático,,9,,163,,,,6,2024,,,,MERCEDES-BENZ,CLASE C
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-b-ocasion/clase-b-250-e-166aa665f0f6f4-ref14816378,25/11/2024,9408,MERCEDES COVISA,ECO,36.0,48500.0,,,,,,,,,5,,,,,Híbrido Enchufable,1332,Automático,,,,163,,,,2,2024,,,,MERCEDES-BENZ,CLASE B
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-b-ocasion/clase-b-clase-b-200-sport-tourer-166cc7556e9c62-ref14816377,25/11/2024,18533,MERCEDES COVISA,C,24.0,37900.0,,,,,,,,,5,5.0,5.0,6.0,,Gasolina,1332,Automático,,6,,163,,,,5,2021,,,,MERCEDES-BENZ,CLASE B
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-b-ocasion/clase-b-250-e-166cc75576bf21-ref14816379,25/11/2024,9999,MERCEDES COVISA,ECO,36.0,46400.0,,,,,,,,,5,,,,,Híbrido Enchufable,1332,Automático,,,,163,,,,2,2024,,,,MERCEDES-BENZ,CLASE B
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-b-ocasion/clase-b-250-e-166aa665e6a7fc-ref14816376,25/11/2024,9999,MERCEDES COVISA,ECO,36.0,47900.0,,,,,,,,,5,,,,,Híbrido Enchufable,1332,Automático,,,,163,,,,1,2024,,,,MERCEDES-BENZ,CLASE B
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-b-ocasion/b-180d-2-ref14816375,25/11/2024,47345,MERCEDES COVISA,C,24.0,35400.0,43894.0,4419.0,1796.0,1562.0,445.0,5,2729,2090,5,,,,43.0,Diesel,1950,Automático,delantera,8,85,116,280,200,10.0,5,2022,,4,Turbo de geometría variable,MERCEDES-BENZ,CLASE B
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-a-ocasion/clase-a-180-d-compacto-166cc75567028e-ref14816372,25/11/2024,31434,MERCEDES COVISA,,36.0,33900.0,,,,,,,,,5,,,,,Diesel,1950,Automático,,,,116,,,,11,2022,,,,MERCEDES-BENZ,CLASE A
Madrid,https://www.autocasion.com/coches-segunda-mano/audi-a4-ocasion/a4-avant-3-0tdi-quattro-dpf-ref14498818,25/11/2024,299000,GARRYAUTO,,12.0,5995.0,42320.0,4586.0,1772.0,1427.0,442.0,5,2648,2160,5,7.6,5.9,10.8,70.0,Diesel,2967,Manual,total permanente,6,150,205,450,235,7.2,3,2005,204.0,6,Turbo,AUDI,A4
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-a-ocasion/clase-a-200-d-compacto-166b20f1a713be-ref14816373,25/11/2024,16705,MERCEDES COVISA,,24.0,34400.0,,,,,,,,,5,,,,,Diesel,1950,Automático,,,,150,,,,11,2022,,,,MERCEDES-BENZ,CLASE A
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-a-ocasion/clase-a-180-amg-line-euro-6d-166b20f1a23303-ref14816371,25/11/2024,20633,MERCEDES COVISA,C,36.0,36900.0,,,,,,,,,5,,,,,Gasolina,1332,Automático,,7,,136,,,,2,2023,,,,MERCEDES-BENZ,CLASE A
Cádiz,https://www.autocasion.com/coches-km0/km-0/volvo-xc60-km0/xc60-b4-essential-fwd-aut-1-ref14651386,25/11/2024,29,VOLVO SURAUTO SHERRY,ECO,12.0,45900.0,56250.0,4708.0,1902.0,1653.0,483.0,5,2865,2460,5,,,,71.0,Diesel,1969,Automático,delantera,8,145,197,400,205,8.4,4,2023,,4,Turbo de geometría variable,VOLVO,XC60
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-a-ocasion/clase-a-250-e-compacto-166aa665c8b71f-ref14816369,25/11/2024,10029,MERCEDES COVISA,ECO,36.0,48900.0,,,,,,,,,5,,,,,Híbrido Enchufable,1332,Automático,,,,163,,,,2,2024,,,,MERCEDES-BENZ,CLASE A
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-a-ocasion/clase-a-200-d-compacto-166f3ca2aaca0e-ref14816365,25/11/2024,14316,MERCEDES COVISA,,36.0,36500.0,,,,,,,,,5,,,,,Diesel,1950,Automático,,,,150,,,,6,2023,,,,MERCEDES-BENZ,CLASE A
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-a-ocasion/clase-a-200-d-amg-line-euro-6d-16710ef134d188-ref14816364,25/11/2024,172291,MERCEDES COVISA,,24.0,26400.0,,,,,,,,,5,4.0,3.0,5.0,,Diesel,1950,Automático,,8,,150,,,,9,2019,,,,MERCEDES-BENZ,CLASE A
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-a-ocasion/clase-a-250-e-compacto-167042b86366c7-ref14816362,25/11/2024,9999,MERCEDES COVISA,ECO,36.0,43900.0,,,,,,,,,5,,,,,Híbrido Enchufable,1332,Automático,,,,163,,,,2,2024,,,,MERCEDES-BENZ,CLASE A
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-a-ocasion/clase-a-200-d-sedn-166aa6659d5b53-ref14816360,25/11/2024,5756,MERCEDES COVISA,,36.0,38900.0,,,,,,,,,4,,,,,Diesel,1950,Automático,,,,150,,,,4,2023,,,,MERCEDES-BENZ,CLASE A
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-a-ocasion/clase-a-180-compacto-166aa66585288e-ref14816356,25/11/2024,9999,MERCEDES COVISA,C,36.0,38400.0,,,,,,,,,5,,,,,Gasolina,1332,Automático,,,,136,,,,3,2023,,,,MERCEDES-BENZ,CLASE A
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-a-ocasion/clase-a-200-d-sedn-166cc75547e768-ref14816357,25/11/2024,8433,MERCEDES COVISA,,36.0,43900.0,,,,,,,,,4,,,,,Diesel,1950,Automático,,,,150,,,,5,2023,,,,MERCEDES-BENZ,CLASE A
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-a-ocasion/clase-a-250-e-compacto-166aa6657a31f3-ref14816354,25/11/2024,9663,MERCEDES COVISA,ECO,36.0,44400.0,,,,,,,,,5,,,,,Híbrido Enchufable,1332,Automático,,,,163,,,,9,2023,,,,MERCEDES-BENZ,CLASE A
Córdoba,https://www.autocasion.com/coches-segunda-mano/audi-a4-ocasion/avant-avant-2-0-tdi-bsico-quattro-2008-16717820120498-ref14816353,25/11/2024,176864,MERCEDES COVISA,,12.0,11900.0,,,,,,,,,5,,,,,Diesel,1968,Automático,,,,143,,,,3,2011,,,,AUDI,A4
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-a-ocasion/clase-a-250-e-compacto-167042b85184b1-ref14816355,25/11/2024,11999,MERCEDES COVISA,ECO,36.0,44800.0,,,,,,,,,5,,,,,Híbrido Enchufable,1332,Automático,,,,163,,,,2,2024,,,,MERCEDES-BENZ,CLASE A
Madrid,https://www.autocasion.com/coches-segunda-mano/audi-a3-ocasion/a3-sportback-2-0tdi-ambition-dpf-1-ref14608780,25/11/2024,248366,GARRYAUTO,B,12.0,7995.0,29320.0,4292.0,1765.0,1423.0,350.0,5,2578,1890,5,5.1,4.2,6.7,55.0,Diesel,1968,Manual,delantera,6,103,140,320,207,9.4,1,2009,134.0,4,Turbo,AUDI,A3
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-gls-ocasion/gls-maybach-600-4matic-ref14807054,25/11/2024,18477,MERCEDES COVISA,ECO,24.0,280000.0,225164.0,5208.0,2030.0,1838.0,520.0,5,3135,3270,5,,,,90.0,Gasolina,3982,Automático,total permanente,9,410,557,770,250,4.9,4,2024,,8,Turbo,MERCEDES-BENZ,CLASE GLS
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-c-ocasion/clase-c-220-d-amg-line-euro-6d-temp-166fc2399d23ed-ref14807050,25/11/2024,152811,MERCEDES COVISA,,24.0,28400.0,,,,,,,,,4,,,,,Diesel,1950,Automático,,,,194,,,,12,2018,,,,MERCEDES-BENZ,CLASE C
Córdoba,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-c-ocasion/clase-c-220-d-coup-1673496a829f1c-ref14807049,25/11/2024,15580,MERCEDES COVISA,,24.0,50400.0,,,,,,,,1650,2,5.0,4.0,4.0,,Diesel,1950,Automático,,9,,194,,,,6,2022,,,,MERCEDES-BENZ,CLASE C
Albacete,https://www.autocasion.com/coches-km0/km-0/suzuki-ignis-km0/1-2i-61kw-83cv-mild-hybrid-gle-16648ee3500596-ref13141805,25/11/2024,1000,GRUPO MOTORALBA,ECO,12.0,19490.0,,,,,,,,,5,,,,,Híbrido Enchufable,1197,Manual,,,,83,,,,3,2024,,,,SUZUKI,IGNIS
Albacete,https://www.autocasion.com/coches-segunda-mano/citroen-c5-aircross-ocasion/c5-aircross-bluehdi-s-s-feel-130-ref13066558,25/11/2024,100840,GRUPO MOTORALBA,C,12.0,23990.0,32905.0,4500.0,1969.0,1654.0,580.0,5,2730,2020,5,4.1,3.8,4.6,53.0,Diesel,1499,Manual,delantera,6,96,130,300,189,10.4,11,2020,102.0,4,Turbo,CITROEN,C5 AIRCROSS
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-passat-ocasion/passat-2-0tdi-highline-dsg-170-ref14623336,25/11/2024,240000,GARRYAUTO,B,12.0,6990.0,35300.0,4765.0,1820.0,1472.0,565.0,5,2709,2090,4,6.5,5.4,8.5,70.0,Diesel,1968,Automático,delantera,6,125,170,350,220,8.6,1,2008,172.0,4,Turbo de geometría variable,VOLKSWAGEN,PASSAT
Madrid,https://www.autocasion.com/coches-segunda-mano/citroen-c3-ocasion/c3-picasso-1-6e-hdi-seduction-cmp-90-ref14799948,25/11/2024,209000,GARRYAUTO,B,12.0,6490.0,20600.0,4101.0,1766.0,1631.0,385.0,5,2540,1811,5,4.3,4.0,4.9,50.0,Diesel,1560,Manual,delantera,6,68,92,230,177,14.5,9,2013,112.0,4,Turbo,CITROEN,C3
Valladolid,https://www.autocasion.com/coches-segunda-mano/seat-alhambra-ocasion/alhambra-2-0tdi-cr-ecomotive-style-140-ref13743351,25/11/2024,421000,81 MOTOR,B,12.0,8999.0,38670.0,4854.0,1904.0,1720.0,809.0,5,2919,2340,5,5.5,4.8,6.8,70.0,Diesel,1968,Manual,delantera,6,103,140,320,194,10.9,1,2012,143.0,4,Turbo,SEAT,ALHAMBRA
Valladolid,https://www.autocasion.com/coches-segunda-mano/volkswagen-sharan-ocasion/sharan-2-0tdi-sport-dsg-ref13420188,25/11/2024,401000,81 MOTOR,B,,7999.0,43430.0,4854.0,1902.0,1720.0,,7,2919,2303,5,5.7,5.0,6.9,70.0,Diesel,1968,Automático,delantera,6,103,140,320,191,10.9,11,2010,149.0,4,Turbo,VOLKSWAGEN,SHARAN
Barcelona,https://www.autocasion.com/coches-segunda-mano/bmw-x4-ocasion/x4-xdrive-35d-ref14866132,25/11/2024,171000,FENIIXCARSAUTO,C,12.0,28990.0,67300.0,4671.0,1881.0,1624.0,500.0,5,2810,2440,5,6.0,5.5,6.7,67.0,Diesel,2993,Automático,total permanente,8,230,313,650,247,5.2,9,2016,157.0,6,Turbo de geometría variable,BMW,X4
Madrid,https://www.autocasion.com/coches-segunda-mano/seat-exeo-ocasion/exeo-2-0tdi-cr-style-1-ref14817361,25/11/2024,299000,GARRYAUTO,B,12.0,4990.0,26750.0,4661.0,1772.0,1430.0,460.0,5,2642,1990,4,4.9,3.8,6.8,70.0,Diesel,1968,Manual,delantera,6,88,120,290,204,10.5,1,2012,129.0,4,Turbo,SEAT,EXEO
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-golf-ocasion/golf-1-6tdi-cr-bmt-advance-105-1-ref14832499,25/11/2024,193000,GARRYAUTO,B,12.0,11990.0,24080.0,4255.0,1799.0,1452.0,380.0,5,2637,1800,5,3.8,3.3,4.6,50.0,Diesel,1598,Manual,delantera,5,77,105,250,192,10.7,8,2013,99.0,4,Turbo de geometría variable,VOLKSWAGEN,GOLF
Madrid,https://www.autocasion.com/coches-segunda-mano/mini-mini-ocasion/mini-one-d-4-ref14852584,25/11/2024,249387,GARRYAUTO,B,12.0,8990.0,18200.0,3723.0,1683.0,1407.0,160.0,4,2467,1540,3,3.8,3.5,4.2,40.0,Diesel,1598,Manual,delantera,6,66,90,215,184,11.4,4,2012,99.0,4,Turbo,MINI,
