id_provincia,link_coche,fecha_extraccion,kilometraje,id_concesionario,id_distintivo_ambiental,garantia,precio_contado,precio_nuevo,largo,ancho,alto,capacidad_maletero,num_plazas,batalla,peso,num_puertas,consumo_medio,consumo_carretera,consumo_urbano,deposito,combustible,cilindrada,tipo_cambio,id_traccion,num_marchas,potencia_kw,potencia_cv,par,velocidad_max,aceleracion,mes_matriculacion,ano_matriculacion,co2,num_cilindros,id_sobrealimentacion,id_marca,id_modelo
Madrid,https://www.autocasion.com/coches-segunda-mano/mini-mini-ocasion/mini-cooper-5-puertas-167057c44241fb-ref14526158,25/11/2024,56279,YAMOVIL,C,12.0,21450.0,,,,,,,,,5,,,,,Gasolina,,Manual,,,,136,,,,10,2020,,,,MINI,
Madrid,https://www.autocasion.com/coches-segunda-mano/citroen-c3-ocasion/c3-1-2-puretech-s-s-shine-eat6-110-1-ref14536004,25/11/2024,76314,YAMOVIL,C,12.0,13950.0,23955.0,3996.0,1749.0,1474.0,300.0,5,2539,1640,5,,,,42.0,Gasolina,1199,Automático,delantera,6,81,110,205,188,9.8,11,2020,,3,Turbo,CITROEN,C3
Madrid,https://www.autocasion.com/coches-segunda-mano/seat-ibiza-ocasion/ibiza-1-2-tsi-style-ref14526154,25/11/2024,85775,YAMOVIL,C,12.0,12150.0,15930.0,4061.0,1693.0,1445.0,292.0,5,2469,1580,5,4.9,4.0,6.4,45.0,Gasolina,1197,Manual,delantera,5,66,90,160,184,10.7,1,2017,116.0,4,Turbo,SEAT,IBIZA
Madrid,https://www.autocasion.com/coches-segunda-mano/renault-zoe-ocasion/zoe-zen-50-r135-ref14526155,25/11/2024,47739,YAMOVIL,0 EMISIONES,12.0,21350.0,39265.0,4084.0,1787.0,1562.0,338.0,5,2588,1988,5,,,,,Eléctrico,,Automático,delantera,1,100,135,245,140,9.5,1,2022,,,,RENAULT,ZOE
Madrid,https://www.autocasion.com/coches-segunda-mano/ds-ds3-ocasion/ds3-1-2-puretech-s-s-desire-110-1-ref14536003,25/11/2024,88150,YAMOVIL,C,12.0,9950.0,19580.0,3948.0,1715.0,1458.0,285.0,5,2464,1578,3,4.3,3.8,5.3,50.0,Gasolina,1199,Manual,delantera,5,81,110,205,190,9.6,9,2016,100.0,3,Turbo,DS,3
Vizcaya,https://www.autocasion.com/coches-segunda-mano/peugeot-3008-ocasion/3008-1-6-bluehdi-style-120-ref14885320,25/11/2024,59033,OCASIONPLUS BILBAO.,C,12.0,19650.0,26780.0,4365.0,1837.0,1625.0,432.0,5,2613,2020,5,4.1,3.8,4.6,60.0,Diesel,1560,Manual,delantera,6,88,121,300,183,12.0,7,2019,108.0,4,Turbo de geometría variable,PEUGEOT,3008
Madrid,https://www.autocasion.com/coches-segunda-mano/mazda-mx-30-ocasion/mx-30-e-skyactiv-zenith-modern-105kw-ref14536002,25/11/2024,66969,YAMOVIL,0 EMISIONES,12.0,20750.0,38250.0,4395.0,1795.0,1555.0,366.0,5,2655,2119,5,,,,,Eléctrico,,Automático,delantera,,105,143,265,140,9.7,11,2020,,,,MAZDA,MX-30
Madrid,https://www.autocasion.com/coches-segunda-mano/seat-ibiza-ocasion/ibiza-1-2-tsi-style-tech-85-ref14535998,25/11/2024,60877,YAMOVIL,C,12.0,11750.0,17578.0,4061.0,1693.0,1445.0,292.0,5,2469,1570,5,5.1,4.4,6.5,45.0,Gasolina,1197,Manual,delantera,5,63,85,160,180,11.3,12,2014,119.0,4,Turbo,SEAT,IBIZA
Madrid,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-a-ocasion/a-250e-8g-dct-ref14536001,25/11/2024,48327,YAMOVIL,0 EMISIONES,12.0,33750.0,42521.0,4419.0,1796.0,1452.0,310.0,5,2729,2155,5,1.4,,,35.0,Híbrido Enchufable,1332,Automático,delantera,8,160,218,450,235,6.6,11,2020,32.0,4,Turbo,MERCEDES-BENZ,CLASE A
Vizcaya,https://www.autocasion.com/coches-segunda-mano/citroen-c4-ocasion/c4-grand-picasso-1-6hdi-seduction-ref14749499,25/11/2024,103795,OCASIONPLUS BILBAO.,B,12.0,9700.0,26390.0,4590.0,1830.0,1690.0,208.0,7,2728,2250,5,5.3,4.6,6.5,60.0,Diesel,1560,Manual,delantera,6,82,112,285,181,13.1,9,2012,139.0,4,Turbo de geometría variable,CITROEN,C4
Vizcaya,https://www.autocasion.com/coches-segunda-mano/seat-leon-ocasion/leon-st-1-5-ecotsi-s-s-style-130-ref14569136,25/11/2024,96963,OCASIONPLUS BILBAO.,C,12.0,14590.0,23570.0,4549.0,1816.0,1454.0,587.0,5,2636,1850,5,4.8,4.0,6.3,50.0,Gasolina,1498,Manual,delantera,6,96,130,200,207,9.5,3,2019,110.0,4,Turbo de geometría variable,SEAT,LEÓN
Vizcaya,https://www.autocasion.com/coches-segunda-mano/volkswagen-passat-ocasion/passat-variant-1-5-tsi-business-110kw-1-ref14885319,25/11/2024,62937,OCASIONPLUS BILBAO.,C,12.0,20192.0,38199.0,4889.0,1832.0,1516.0,639.0,5,2786,2130,5,,,,66.0,Gasolina,1498,Manual,delantera,6,110,150,250,232,7.7,12,2020,,4,Turbo,VOLKSWAGEN,PASSAT
Madrid,https://www.autocasion.com/coches-segunda-mano/kia-carens-ocasion/carens-1-6-gdi-drive-ref14547184,25/11/2024,63505,YAMOVIL,C,12.0,13750.0,22490.0,4525.0,1805.0,1610.0,536.0,5,2750,2000,5,6.5,5.4,8.3,58.0,Gasolina,1591,Manual,delantera,6,99,135,168,185,11.3,11,2015,150.0,4,,KIA,CARENS
Madrid,https://www.autocasion.com/coches-segunda-mano/citroen-c3-aircross-ocasion/c3-aircross-puretech-s-s-feel-110-ref14547185,25/11/2024,13492,YAMOVIL,C,12.0,14350.0,20714.0,4154.0,1824.0,1597.0,410.0,5,2604,1780,5,5.0,4.6,5.9,45.0,Gasolina,1199,Manual,delantera,6,81,110,205,185,10.2,8,2019,110.0,3,Turbo,CITROEN,C3 AIRCROSS
Vizcaya,https://www.autocasion.com/coches-segunda-mano/opel-corsa-ocasion/corsa-1-2t-xhl-s-s-gs-line-100-ref14885323,25/11/2024,22676,OCASIONPLUS BILBAO.,C,12.0,15490.0,22650.0,4060.0,1765.0,1435.0,309.0,5,2538,1620,5,,,,44.0,Gasolina,1199,Manual,delantera,6,74,100,205,188,9.9,11,2020,,3,,OPEL,CORSA
Vizcaya,https://www.autocasion.com/coches-segunda-mano/ford-ecosport-ocasion/ecosport-1-0-ecoboost-active-125-ref14863252,25/11/2024,83361,OCASIONPLUS BILBAO.,C,12.0,15790.0,27659.0,4096.0,1765.0,1650.0,355.0,5,2519,1730,5,5.5,5.0,6.4,52.0,Gasolina,,Manual,delantera,6,92,125,170,180,11.0,3,2022,114.0,3,Turbo,FORD,ECOSPORT
Madrid,https://www.autocasion.com/coches-segunda-mano/citroen-c3-ocasion/c3-1-2-puretech-shine-82-ref14618006,25/11/2024,62132,YAMOVIL,C,12.0,10850.0,18400.0,3996.0,1749.0,1474.0,300.0,5,2539,1550,5,4.7,4.1,5.7,45.0,Gasolina,1199,Manual,delantera,5,60,82,118,168,13.0,4,2018,96.0,3,Turbo,CITROEN,C3
Madrid,https://www.autocasion.com/coches-segunda-mano/bmw-x1-ocasion/x1-sdrive-18da-5-ref14563309,25/11/2024,36000,YAMOVIL,C,12.0,30950.0,38785.0,4447.0,1821.0,1598.0,505.0,5,2670,2125,5,4.3,4.0,5.0,51.0,Diesel,1995,Automático,delantera,8,110,150,350,200,9.4,8,2021,114.0,4,Turbo de geometría variable,BMW,X1
Madrid,https://www.autocasion.com/coches-segunda-mano/peugeot-207-ocasion/207-1-4hdi-fap-1-ref14547181,25/11/2024,59687,YAMOVIL,B,,7950.0,15340.0,4030.0,1748.0,1470.0,310.0,5,2540,1665,5,4.2,3.7,5.1,50.0,Diesel,1398,Manual,delantera,5,50,68,160,166,15.0,7,2013,110.0,4,Turbo,PEUGEOT,207
Madrid,https://www.autocasion.com/coches-segunda-mano/peugeot-3008-ocasion/3008-1-2-puretech-s-s-style-130-ref14563306,25/11/2024,70609,YAMOVIL,C,12.0,19450.0,24480.0,4365.0,1837.0,1625.0,432.0,5,2613,1950,5,4.9,4.3,6.1,60.0,Gasolina,1199,Manual,delantera,6,96,130,230,199,10.8,7,2021,115.0,3,,PEUGEOT,3008
Madrid,https://www.autocasion.com/coches-segunda-mano/citroen-c4-ocasion/c4-picasso-1-2-puretech-s-s-eat6-shine-130-ref14618005,25/11/2024,85494,YAMOVIL,C,12.0,14350.0,28250.0,4438.0,1826.0,1610.0,537.0,5,2785,1918,5,5.1,4.4,6.4,57.0,Gasolina,1199,Automático,delantera,6,96,130,230,206,10.2,1,2017,115.0,3,Turbo de geometría variable,CITROEN,C4
Madrid,https://www.autocasion.com/coches-segunda-mano/renault-zoe-ocasion/zoe-life-40-r110-ref14563305,25/11/2024,47485,YAMOVIL,0 EMISIONES,12.0,16750.0,34965.0,4087.0,1787.0,1562.0,338.0,5,2588,1976,5,,,,,Eléctrico,,Automático,delantera,1,80,110,225,135,11.4,11,2020,,,,RENAULT,ZOE
Madrid,https://www.autocasion.com/coches-segunda-mano/honda-civic-ocasion/civic-1-5-vtec-turbo-sport-plus-ref14622020,25/11/2024,96507,YAMOVIL,C,12.0,22650.0,30600.0,4518.0,1799.0,1434.0,420.0,5,2697,1760,5,5.6,4.9,7.4,46.0,Gasolina,1498,Manual,delantera,6,134,182,240,,8.2,11,2019,128.0,4,Turbo de geometría variable,HONDA,CIVIC
Madrid,https://www.autocasion.com/coches-segunda-mano/fiat-tipo-ocasion/tipo-1-4-t-jet-lounge-120-ref14618004,25/11/2024,51539,YAMOVIL,C,12.0,12750.0,19720.0,4368.0,1792.0,1495.0,440.0,5,2638,1885,5,8.3,6.5,11.4,50.0,Gasolina,1368,Manual,delantera,6,88,120,215,200,10.1,8,2017,139.0,4,,FIAT,TIPO
Vizcaya,https://www.autocasion.com/coches-segunda-mano/mg-zs-suv-ocasion/zs-1-5-vti-tech-luxury-78kw-ref14568810,25/11/2024,30225,OCASIONPLUS BILBAO.,C,12.0,16490.0,19890.0,4323.0,1809.0,1644.0,448.0,5,2580,1695,5,,,,48.0,Gasolina,1498,Manual,delantera,5,78,106,141,175,10.9,6,2023,,4,,MG,ZS SUV
Madrid,https://www.autocasion.com/coches-segunda-mano/audi-q3-ocasion/q3-2-0tdi-ambiente-ref14563302,25/11/2024,106465,YAMOVIL,B,,17480.0,34712.0,4385.0,1831.0,1590.0,460.0,5,2603,2110,5,5.2,4.2,6.8,64.0,Diesel,1968,Manual,delantera,6,103,140,,202,9.9,4,2012,137.0,4,Turbo de geometría variable,AUDI,Q3
Madrid,https://www.autocasion.com/coches-segunda-mano/bmw-i3-ocasion/i3s-94ah-bev-ref14563301,25/11/2024,105345,YAMOVIL,0 EMISIONES,,17450.0,41850.0,4006.0,1791.0,1598.0,260.0,4,2570,1700,5,,,,,Eléctrico,,Automático,trasera,1,135,184,270,160,6.9,9,2018,,,,BMW,I3
Vizcaya,https://www.autocasion.com/coches-segunda-mano/mg-zs-ocasion/zs-2-5-v6-core-180-ref14827719,25/11/2024,27289,OCASIONPLUS BILBAO.,C,12.0,16490.0,23220.0,,1923.0,,,5,2620,1850,4,9.4,7.0,13.5,55.0,Gasolina,2497,Manual,delantera,5,130,177,,,,6,2023,,6,,MG,ZS
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-0-tsi-sport-115-ref14563303,25/11/2024,79472,YAMOVIL,C,12.0,15350.0,19237.0,4053.0,1751.0,1461.0,355.0,5,2548,1650,5,4.7,4.1,5.8,40.0,Gasolina,,Manual,delantera,6,85,115,175,200,9.5,11,2018,107.0,3,Turbo,VOLKSWAGEN,POLO
Madrid,https://www.autocasion.com/coches-segunda-mano/opel-astra-ocasion/astra-gtc-1-4-t-s-s-selective-ref14563300,25/11/2024,9191,YAMOVIL,C,,13450.0,23500.0,4466.0,1840.0,1489.0,,5,2695,2040,3,5.9,4.6,8.0,56.0,Gasolina,1364,Manual,delantera,6,103,140,200,201,9.9,11,2012,142.0,4,Turbo,OPEL,ASTRA
Vizcaya,https://www.autocasion.com/coches-segunda-mano/ford-fiesta-ocasion/fiesta-1-0-ecoboost-mhev-st-line-125-2-ref14568666,25/11/2024,37607,OCASIONPLUS BILBAO.,ECO,12.0,16890.0,24772.0,4069.0,1735.0,1484.0,311.0,5,2493,1690,5,,,,42.0,Gasolina,,Manual,delantera,6,92,125,210,200,9.4,6,2023,,3,Turbo,FORD,FIESTA
Madrid,https://www.autocasion.com/coches-segunda-mano/kia-cee-d-ocasion/cee-d-1-0-t-gdi-eco-dynamics-x-tech17-100-ref14579293,25/11/2024,75997,YAMOVIL,C,12.0,13750.0,21675.0,4310.0,1780.0,1470.0,380.0,5,2650,1820,5,4.9,4.1,6.2,53.0,Gasolina,,Manual,delantera,6,74,100,171,185,12.8,5,2017,113.0,3,Turbo de geometría variable,KIA,CEE´D
Madrid,https://www.autocasion.com/coches-segunda-mano/hyundai-i20-ocasion/i20-1-0-tgdi-elegant-nav-100-ref14622019,25/11/2024,46536,YAMOVIL,C,12.0,14850.0,18935.0,4035.0,1734.0,1474.0,326.0,5,2570,1540,5,4.6,3.9,5.8,50.0,Gasolina,,Manual,delantera,5,73,100,175,176,10.9,3,2018,107.0,3,Turbo de geometría variable,HYUNDAI,I20
Vizcaya,https://www.autocasion.com/coches-segunda-mano/toyota-corolla-ocasion/corolla-sedan-125h-business-plus-ref14837932,25/11/2024,47742,OCASIONPLUS BILBAO.,ECO,12.0,21200.0,28500.0,4630.0,1775.0,1435.0,529.0,5,2700,1835,4,3.4,3.5,3.1,43.0,Híbrido Enchufable,1798,Automático,delantera,1,90,122,142,180,10.9,7,2021,77.0,4,,TOYOTA,COROLLA
Madrid,https://www.autocasion.com/coches-segunda-mano/nissan-qashqai-ocasion/qashqai-1-5dci-n-connecta-4x2-1-ref14622018,25/11/2024,80886,YAMOVIL,C,12.0,17250.0,27400.0,4394.0,1806.0,1590.0,430.0,5,2646,1910,5,3.8,3.6,4.2,55.0,Diesel,1461,Manual,delantera,6,81,110,260,182,11.9,6,2018,99.0,4,Turbo,NISSAN,QASHQAI
Vizcaya,https://www.autocasion.com/coches-segunda-mano/peugeot-3008-ocasion/3008-1-2-puretech-s-s-style-130-ref14757225,25/11/2024,64593,OCASIONPLUS BILBAO.,C,12.0,16990.0,24480.0,4365.0,1837.0,1625.0,432.0,5,2613,1950,5,4.9,4.3,6.1,60.0,Gasolina,1199,Manual,delantera,6,96,130,230,199,10.8,9,2018,115.0,3,,PEUGEOT,3008
Vizcaya,https://www.autocasion.com/coches-segunda-mano/ford-fiesta-ocasion/fiesta-1-0-ecoboost-mhev-st-line-125-2-ref14804681,25/11/2024,54665,OCASIONPLUS BILBAO.,ECO,12.0,16950.0,24772.0,4069.0,1735.0,1484.0,311.0,5,2493,1690,5,,,,42.0,Gasolina,,Manual,delantera,6,92,125,210,200,9.4,5,2023,,3,Turbo,FORD,FIESTA
Madrid,https://www.autocasion.com/coches-segunda-mano/seat-ibiza-ocasion/ibiza-1-0-mpi-s-s-style-80-1-ref14579291,25/11/2024,40521,YAMOVIL,C,12.0,13750.0,17930.0,4059.0,1780.0,1444.0,355.0,5,2564,1620,5,4.6,4.0,5.5,40.0,Gasolina,,Manual,delantera,5,59,80,95,170,15.3,1,2019,104.0,3,,SEAT,IBIZA
Vizcaya,https://www.autocasion.com/coches-segunda-mano/toyota-corolla-ocasion/corolla-125h-business-ref14837931,25/11/2024,42014,OCASIONPLUS BILBAO.,ECO,12.0,21290.0,24200.0,4370.0,1790.0,1435.0,361.0,5,2640,1820,5,3.3,3.6,3.2,43.0,Híbrido Enchufable,1798,Automático,delantera,1,90,122,142,180,10.9,7,2021,76.0,4,,TOYOTA,COROLLA
Vizcaya,https://www.autocasion.com/coches-segunda-mano/hyundai-i20-ocasion/i20-1-0-tgdi-klass-100-1-ref14874251,25/11/2024,8351,OCASIONPLUS BILBAO.,C,12.0,17700.0,21315.0,4040.0,1775.0,1450.0,352.0,5,2580,1600,5,5.0,4.5,5.8,40.0,Gasolina,,Manual,delantera,6,74,100,175,188,10.4,6,2024,114.0,3,Turbo,HYUNDAI,I20
Vizcaya,https://www.autocasion.com/coches-segunda-mano/kia-niro-ocasion/niro-1-6-hev-drive-ref14837945,25/11/2024,75053,OCASIONPLUS BILBAO.,ECO,12.0,18350.0,27755.0,4355.0,1805.0,1535.0,410.0,5,2700,1930,5,3.7,4.0,3.4,45.0,Híbrido Enchufable,1580,Automático,delantera,6,104,141,265,162,11.5,2,2019,86.0,4,,KIA,NIRO
Vizcaya,https://www.autocasion.com/coches-segunda-mano/peugeot-5008-ocasion/5008-1-2-puretech-s-s-allure-7-pl-130-ref14768400,25/11/2024,117309,OCASIONPLUS BILBAO.,C,12.0,19400.0,28540.0,4529.0,1837.0,1647.0,823.0,7,2727,2200,5,5.4,4.8,6.6,60.0,Gasolina,1199,Manual,delantera,6,96,130,230,201,10.8,4,2022,139.0,3,,PEUGEOT,5008
Vizcaya,https://www.autocasion.com/coches-segunda-mano/kia-sportage-ocasion/sportage-1-6-t-gdi-gt-line-dct-4x4-177-ref14885318,25/11/2024,55979,OCASIONPLUS BILBAO.,C,12.0,23450.0,36900.0,4480.0,1855.0,1635.0,491.0,5,2670,2170,5,7.5,6.5,9.2,62.0,Gasolina,1591,Automático,total permanente,7,130,177,265,201,9.1,12,2017,175.0,4,Turbo,KIA,SPORTAGE
Vizcaya,https://www.autocasion.com/coches-segunda-mano/seat-arona-ocasion/arona-1-5-tsi-s-s-fr-dsg7-150-ref14551511,25/11/2024,61106,OCASIONPLUS BILBAO.,C,12.0,19550.0,30370.0,4153.0,1780.0,1552.0,400.0,5,2566,1770,5,,,,40.0,Gasolina,1498,Automático,delantera,7,110,150,250,210,8.4,12,2021,,4,Turbo,SEAT,ARONA
Vizcaya,https://www.autocasion.com/coches-segunda-mano/renault-captur-ocasion/captur-tce-gpf-zen-edc-103kw-ref13621607,25/11/2024,31011,OCASIONPLUS BILBAO.,C,12.0,19790.0,25990.0,4228.0,1797.0,1566.0,536.0,5,2639,1834,5,5.3,4.6,6.5,48.0,Gasolina,1333,Automático,delantera,7,103,140,240,196,9.2,4,2022,121.0,4,Turbo,RENAULT,CAPTUR
Zaragoza,https://www.autocasion.com/coches-km0/km-0/toyota-corolla-cross-km0/corolla-cross-hybrid-2-0-style-ref14223428,25/11/2024,90,TOYOTA ZARAGOZA,ECO,,42350.0,44800.0,4460.0,1825.0,1620.0,390.0,5,2640,1970,5,,,,43.0,Híbrido Enchufable,1987,Automático,delantera,1,145,197,190,180,7.7,6,2024,,4,Turbo,TOYOTA,COROLLA CROSS
Vizcaya,https://www.autocasion.com/coches-segunda-mano/seat-arona-ocasion/arona-1-5-tsi-s-s-fr-dsg7-150-ref14551508,25/11/2024,52947,OCASIONPLUS BILBAO.,C,12.0,19650.0,30370.0,4153.0,1780.0,1552.0,400.0,5,2566,1770,5,,,,40.0,Gasolina,1498,Automático,delantera,7,110,150,250,210,8.4,12,2021,,4,Turbo,SEAT,ARONA
Vizcaya,https://www.autocasion.com/coches-segunda-mano/seat-ateca-ocasion/ateca-1-5-ecotsi-s-s-style-1-ref14669016,25/11/2024,94260,OCASIONPLUS BILBAO.,C,12.0,19590.0,32740.0,4381.0,1841.0,1601.0,510.0,5,2638,1930,5,5.5,5.0,6.3,50.0,Gasolina,1498,Manual,delantera,6,110,150,250,202,9.0,5,2021,126.0,4,Turbo de geometría variable,SEAT,ATECA
Vizcaya,https://www.autocasion.com/coches-segunda-mano/volkswagen-t-cross-ocasion/t-cross-1-0-tsi-advance-81kw-ref14492657,25/11/2024,30920,OCASIONPLUS BILBAO.,C,12.0,19900.0,26709.0,4110.0,1782.0,1558.0,455.0,5,2563,1750,5,,,,40.0,Gasolina,,Manual,delantera,6,81,110,200,189,9.9,2,2023,,3,Turbo,VOLKSWAGEN,T-CROSS
Zaragoza,https://www.autocasion.com/coches-segunda-mano/toyota-rav-4-ocasion/rav-4-2-5-hybrid-2wd-advance-2-ref14795155,25/11/2024,10950,TOYOTA ZARAGOZA,ECO,,40100.0,43499.0,4600.0,1855.0,1685.0,580.0,5,2690,2205,5,4.6,4.7,4.7,55.0,Híbrido Enchufable,2487,Automático,delantera,1,160,218,221,180,8.4,5,2024,105.0,4,,TOYOTA,RAV-4
Vizcaya,https://www.autocasion.com/coches-segunda-mano/citroen-c5-aircross-ocasion/c5-aircross-bluehdi-s-s-c-series-eat8-130-ref14447250,25/11/2024,88211,OCASIONPLUS BILBAO.,C,12.0,20200.0,36365.0,4500.0,1969.0,1654.0,580.0,5,2730,2020,5,4.0,3.8,4.4,53.0,Diesel,1499,Automático,delantera,8,96,130,300,189,10.6,4,2021,100.0,4,Turbo,CITROEN,C5 AIRCROSS
Vizcaya,https://www.autocasion.com/coches-segunda-mano/ford-kuga-ocasion/kuga-1-5-ecoboost-st-line-fwd-150-ref14503089,25/11/2024,64926,OCASIONPLUS BILBAO.,C,12.0,20490.0,38251.0,4614.0,1883.0,1678.0,456.0,5,2710,2075,5,5.5,4.9,6.5,60.0,Gasolina,1498,Manual,delantera,6,110,150,240,195,9.7,6,2022,129.0,3,Turbo,FORD,KUGA
Vizcaya,https://www.autocasion.com/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-0-tsi-r-line-dsg-81kw-1-ref14492655,25/11/2024,72884,OCASIONPLUS BILBAO.,C,12.0,20750.0,30051.0,4074.0,1751.0,1451.0,351.0,5,2548,1640,5,,,,40.0,Gasolina,,Manual,delantera,7,81,110,200,187,10.8,5,2023,,3,Turbo,VOLKSWAGEN,POLO
Zaragoza,https://www.autocasion.com/coches-segunda-mano/toyota-bz4x-ocasion/bz4x-200e-4x2-advance-ref13260000,25/11/2024,7558,TOYOTA ZARAGOZA,0 EMISIONES,,35700.0,38500.0,4690.0,1860.0,1650.0,452.0,5,2850,1970,5,,,,,Eléctrico,,Automático,delantera,,150,204,265,160,7.5,3,2023,,,,TOYOTA,BZ4X
Vizcaya,https://www.autocasion.com/coches-segunda-mano/nissan-juke-ocasion/juke-1-0-dig-t-n-connecta-4x2-114-ref14701870,25/11/2024,19972,OCASIONPLUS BILBAO.,C,12.0,20950.0,26975.0,4210.0,1827.0,1595.0,422.0,5,2636,1700,5,,,,46.0,Gasolina,,Manual,delantera,6,84,114,200,180,10.7,6,2023,,3,Turbo,NISSAN,JUKE
Zaragoza,https://www.autocasion.com/coches-segunda-mano/toyota-c-hr-ocasion/c-hr-200h-advance-ref13688733,25/11/2024,12500,TOYOTA ZARAGOZA,ECO,,34800.0,39000.0,4362.0,1830.0,1564.0,364.0,5,2640,1860,5,,,,43.0,Híbrido Enchufable,1987,Automático,delantera,1,144,196,206,180,8.1,2,2024,,4,Turbo,TOYOTA,C-HR
Zaragoza,https://www.autocasion.com/coches-km0/km-0/toyota-c-hr-km0/c-hr-200h-advance-ref13274056,25/11/2024,4900,TOYOTA ZARAGOZA,ECO,,34400.0,39000.0,4362.0,1830.0,1564.0,364.0,5,2640,1860,5,,,,43.0,Híbrido Enchufable,1987,Automático,delantera,1,144,196,206,180,8.1,2,2024,,4,Turbo,TOYOTA,C-HR
Zaragoza,https://www.autocasion.com/coches-km0/km-0/toyota-c-hr-km0/c-hr-140h-advance-ref13870281,25/11/2024,650,TOYOTA ZARAGOZA,ECO,,33800.0,36500.0,4362.0,1832.0,1564.0,388.0,5,2640,1860,5,,,,43.0,Híbrido Enchufable,1798,Automático,delantera,1,103,140,185,170,10.2,1,2024,,4,Turbo,TOYOTA,C-HR
Vizcaya,https://www.autocasion.com/coches-segunda-mano/mg-hs-ocasion/hs-1-5-t-gdi-luxury-ref14863267,25/11/2024,44354,OCASIONPLUS BILBAO.,C,12.0,21990.0,29590.0,4574.0,1876.0,1664.0,448.0,5,2720,2001,5,,,,55.0,Gasolina,1490,Manual,delantera,6,119,162,250,190,9.9,3,2023,,4,Turbo,MG,HS
Vizcaya,https://www.autocasion.com/coches-segunda-mano/seat-leon-ocasion/leon-2-0-tsi-s-s-cupra-dsg-300-ref14863230,25/11/2024,144094,OCASIONPLUS BILBAO.,C,12.0,22900.0,36610.0,4281.0,1816.0,1435.0,380.0,5,2631,1910,5,6.8,5.8,8.5,50.0,Gasolina,1984,Automático,delantera,6,221,300,380,250,5.7,7,2018,156.0,4,Turbo de geometría variable,SEAT,LEÓN
Zaragoza,https://www.autocasion.com/coches-segunda-mano/toyota-c-hr-ocasion/c-hr-140h-advance-ref14119641,25/11/2024,6500,TOYOTA ZARAGOZA,ECO,,33450.0,36500.0,4362.0,1832.0,1564.0,388.0,5,2640,1860,5,,,,43.0,Híbrido Enchufable,1798,Automático,delantera,1,103,140,185,170,10.2,5,2024,,4,Turbo,TOYOTA,C-HR
Zaragoza,https://www.autocasion.com/coches-km0/km-0/toyota-corolla-km0/corolla-touring-sports-200h-style-ref13870280,25/11/2024,750,TOYOTA ZARAGOZA,ECO,,33300.0,37600.0,4650.0,1790.0,1435.0,581.0,5,2700,1835,5,,,,43.0,Híbrido Enchufable,1987,Automático,delantera,1,144,196,,180,7.7,3,2024,,4,,TOYOTA,COROLLA
Vizcaya,https://www.autocasion.com/coches-segunda-mano/bmw-x2-ocasion/x2-sdrive-18i-ref14837919,25/11/2024,58624,OCASIONPLUS BILBAO.,C,12.0,24290.0,37750.0,4360.0,1824.0,1526.0,470.0,5,2670,1985,5,5.5,4.7,6.9,51.0,Gasolina,1499,Manual,delantera,6,103,140,220,205,9.6,8,2020,125.0,3,Turbo,BMW,X2
Zaragoza,https://www.autocasion.com/coches-km0/km-0/toyota-corolla-km0/corolla-140h-style-edition-ref14137727,25/11/2024,550,TOYOTA ZARAGOZA,ECO,,32700.0,36900.0,4370.0,1790.0,1435.0,361.0,5,2640,1820,5,,,,43.0,Híbrido Enchufable,1798,Automático,delantera,1,103,140,,180,9.2,5,2024,,4,,TOYOTA,COROLLA
Vizcaya,https://www.autocasion.com/coches-segunda-mano/mg-hs-ocasion/hs-1-5-t-gdi-luxury-aut-ref14503058,25/11/2024,9564,OCASIONPLUS BILBAO.,C,12.0,24850.0,32240.0,4610.0,1876.0,1685.0,448.0,5,2720,,5,,,,55.0,Gasolina,1490,Automático,delantera,7,119,162,250,190,9.9,4,2024,,4,Turbo,MG,HS
Cantabria,https://www.autocasion.com/coches-segunda-mano/renault-clio-ocasion/clio-blue-dci-business-63kw-ref14278299,25/11/2024,58326,VIDAL DE LA PEÑA AUTOMÓVILES,C,,13690.0,18090.0,4050.0,1798.0,1440.0,315.0,5,2583,2602,5,3.6,3.2,4.3,39.0,Diesel,1461,Manual,delantera,6,63,85,220,178,14.7,4,2021,94.0,4,Turbo,RENAULT,CLIO
Zaragoza,https://www.autocasion.com/coches-segunda-mano/toyota-c-hr-ocasion/c-hr-180h-gr-sport-ref12111887,25/11/2024,37693,TOYOTA ZARAGOZA,ECO,,32200.0,41400.0,4395.0,1795.0,1555.0,358.0,5,2640,1860,5,,,,43.0,Híbrido Enchufable,1987,Automático,delantera,1,135,184,190,180,8.2,1,2023,,4,Turbo,TOYOTA,C-HR
Zaragoza,https://www.autocasion.com/coches-km0/km-0/toyota-corolla-km0/corolla-touring-sports-140h-active-plus-ref14651188,25/11/2024,4,TOYOTA ZARAGOZA,ECO,,30350.0,33600.0,4650.0,1790.0,1435.0,598.0,5,2700,1835,5,,,,43.0,Híbrido Enchufable,1798,Automático,delantera,1,103,140,,180,9.4,7,2024,,4,,TOYOTA,COROLLA
